id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion
25321;Subte Linea E;Subterraneos - Linea E: Extension - Taller Lacarra Etapa I;En ejecucion;Transporte;Secretaria de Transporte y Obras Publicas;;772641785;8;;-3.460.297.614.585;-58.370.227.217.674;30/10/2016;30/4/2020;36;84;Benito Roggio e Hijos + SES S.A. + BRT + Dyscon;;;
25322;Villa 15;Eje radial;Finalizada;Hidraulica e Infraestructura;Ministerio de Desarrollo Humano y Habitat;Ejecucion de red de infraestructura, cicatrizacion de pluvial por cordon cuneta y obras civil de red electrica y datos. alumbrado publico. Ejecucion y reparacion de calzada vehicular y veredas. Ordenamiento del espacio publico y puesta en valor de plaza con equipamiento.;;10;VILLA LUGANO;-34.671.269;-58.494.561;1/2/2018;15/2/2019;12;100;;;;
25323;Villa 15;Eje radial;Finalizada;Hidraulica e Infraestructura;Ministerio de Desarrollo Humano y Habitat;Ejecucion de red de infraestructura, cicatrizacion de pluvial por cordon cuneta y obras civil de red electrica y datos. alumbrado publico. Ejecucion y reparacion de calzada vehicular y veredas. Ordenamiento del espacio publico y puesta en valor de plaza con equipamiento.;;10;VILLA LUGANO;-34.671.269;-58.494.561;15/8/2017;26/12/2018;16;100;;;;
25324;Barrio Rodrigo Bueno;Barrio Rodrigo Bueno: Infraestructura;Finalizada;Vivienda;Instituto de la Vivienda;Barrio Rodrigo Bueno Etapa 2. 612 Viviendas, 53 Locales Comerciales y Obras Exteriores. Tipologia Pb + 1 Piso / Pb + 2 Pisos / Pb + 3 Pisos. Av. Espa¤a, Reserva Ecologica Costanera Sur y Macizo Rodrigo Bueno. Barrio Puerto Madero. Comuna 1. El monto total de las obras de infraestructura, movimiento de suelo y viviendas nuevas es de $1.624.752.066;1624752066;1;LA BOCA;-34.622.971;-58.353.716;26/1/2017;31/8/2019;26;100;Criba S.A.;2017;;
25325;Barrio Rodrigo Bueno;Barrio Rodrigo Bueno: Movimiento de suelo;Finalizada;Vivienda;Instituto de la Vivienda;Barrio Rodrigo Bueno Etapa 2. 612 Viviendas, 53 Locales Comerciales y Obras Exteriores. Tipologia Pb + 1 Piso / Pb + 2 Pisos / Pb + 3 Pisos. Av. Espa¤a, Reserva Ecologica Costanera Sur y Macizo Rodrigo Bueno. Barrio Puerto Madero. Comuna 1. El monto total de las obras de infraestructura, movimiento de suelo y viviendas nuevas es de $1.624.752.066;22189064;1;LA BOCA;-34.622.971;-58.353.716;17/4/2017;8/1/2018;9;100;Lurovial S.A;;;
25326;Barrio Rodrigo Bueno;Barrio Rodrigo Bueno: Vivienda nueva (616 UF);En ejecucion;Vivienda;Instituto de la Vivienda;Barrio Rodrigo Bueno Etapa 2. 612 Viviendas, 53 Locales Comerciales y Obras Exteriores. Tipologia Pb + 1 Piso / Pb + 2 Pisos / Pb + 3 Pisos. Av. Espa¤a, Reserva Ecologica Costanera Sur y Macizo Rodrigo Bueno. Barrio Puerto Madero. Comuna 1. El monto total de las obras de infraestructura, movimiento de suelo y viviendas nuevas es de $1.624.752.066;;1;LA BOCA;-34.622.971;-58.353.716;26/1/2017;30/4/2020;28;77;Vivian Hnos S.A.;2017;;
25327;Hospital Gutierrez;Lactario y cocina central ? Obra y relocalizacion;En ejecucion;Salud;Ministerio de Salud;"Construccion de un nuevo edificio para alojar la nueva cocina central; la relocalizacion del comedor medico; las oficinas de la division alimentacion, cooperadora y escuela. Abarca tambien la remodelacion de un sector del Pabellon Medico a fin de permitir la reubicacion y ampliacion del servicio de Lactario y sus dependencias. 850 m2";75682210;2;RECOLETA;-34.594.189;-58.412.072;1/11/2018;30/4/2020;15;64;Mejores Hospitales S.A;;;
25328;Hospital Elizalde;Pabellon San Camilo (Apuntalamiento y Demolicion);Finalizada;Salud;Ministerio de Salud;La obra consistio en la demolicion total del Pabellon San Camilo del Hospital General de Ni¤os Dr. Pedro de Elizalde. El mismo es un edificio inhabilitado para el uso y consta una superficie cubierta de aproximadamente 733 m2 totales distribuidas en tres plantas (1 Subsuelo, Planta Baja y Primer Piso) con una altura promedio de 15 metros, este edificio data de mas de 100 a¤os de antigedad. Superficie a Demoler: 733m2. Plazo de obra: 150 dias corridos.;13001186;4;BARRACAS;-346.289.061.692.966;-583.776.119.540.788;20/12/2018;30/5/2019;5;100;;;;
25329;Plan 54 escuelas;Jardin de Infantes Integral N.ø 13 D.E. 20;Finalizada;Escuelas;Ministerio de Educacion;Inicial;55579351;9;MATADEROS;-34.672.689;-58.501.861;1/1/2017;20/1/2019;24;100;;;;
25340;Plan 54 escuelas;Escuela Infantil N.ø 8 D.E. 15 - Siglo XXI;Finalizada;Escuelas;Ministerio de Educacion;Inicial;;12;VILLA URQUIZA;-345.672;-58.479.434;;30/10/2016;;100;;;;
25341;Plan 54 escuelas;ISPEE ?  Siglo XXI;Finalizada;Escuelas;Ministerio de Educacion;Media;;12;VILLA URQUIZA;-345.672;-58.479.434;;30/10/2016;;100;;;;
25342;Plan 54 escuelas;Polo educativo Maria Elena Walsh - Escuela Infantil N.ø 11 D.E. 1 ;Finalizada;Escuelas;Ministerio de Educacion;Inicial;;1;RETIRO;-34.581.404;-58.380.747;;28/2/2019;;100;;;;
25343;Plan 54 escuelas;Polo educativo Maria Elena Walsh - Escuela de Educacion Primaria N.ø 11 D.E. 1 ;Finalizada;Escuelas;Ministerio de Educacion;Primaria;;1;RETIRO;-34.581.404;-58.380.747;;28/2/2019;;100;;;;
25344;Plan 54 escuelas;Polo educativo Maria Elena Walsh- Adultos ;Finalizada;Escuelas;Ministerio de Educacion;Adultos;;1;RETIRO;-34.580.038;-58.382.581;;28/2/2019;;100;;;;
25345;Plan 54 escuelas;Jardin de Infantes Integral N.ø 10 D.E. 1;Finalizada;Escuelas;Ministerio de Desarrollo Humano y Habitat;Inicial. Obra ejecutada por la Secretaria de Integracion Social y Urbana.;21296166;1;RETIRO;-34.579.051;-58.390.681;22/12/2017;31/12/2018;12;100;Kir S.R.L;2017;Licitacion Publica;1453-SIGAF/17
25346;Plan 54 escuelas;Centro de formacion profesional Nø38;Finalizada;Escuelas;Ministerio de Desarrollo Humano y Habitat;Adultos. Obra ejecutada por la Secretaria de Integracion Social y Urbana.;29698965;1;RETIRO;-34.579.195;-58.390.715;27/12/2017;29/10/2018;10;100;Bricons S.A.I.C.F.I.;2017;Licitacion Publica;1454- SIGAF/17
25400;Ecoparque;Ecoparque: Plaza Italia y Zona Libertador;Finalizada;Arquitectura;Secretaria de Ambiente;Plaza Italia: las intervenciones involucraron la conformacion de senderos, puesta en valor de edificios patrimoniales, esculturas, puente, paquizacion con vegetacion autoctona e instalacion de riego, intervencion en Lago Darwin consolidando bordes de lago e impermeabilizacion del mismo. Libertador: Las intervenciones involucran construccion de ba¤os publicos, la conformacion de senderos, puesta en valor de esculturas, fuentes, paquizacion con vegetacion autoctona de la region del Delta e instalacion de riego, intervencion en Lago Burmeister consolidando bordes de lago del mismo, construccion de piletas de biorremediacion, construccion de plataformas para zonas de juegos infantiles y colocacion de Calesita.;93517962;14;PALERMO;-345.783.194.456.225;-584.148.211.012.661;28/12/2017;28/9/2018;9;100;ALTOTE S.A. - NAKU CONSTRUCCIONES S.R.L. (UTE);2017;Obra Publica;1451-SIGAF/2017
25401;Ecoparque;Ecoparque: Centro de Rescate de Fauna Marina;Finalizada;Arquitectura;Secretaria de Ambiente;"Constituye un nuevo recinto unificado, conformado por un conjunto de piletas de tama¤o diferenciados y areas de manejos entre las mismas; destinadas a alojar especies de lobos marinos pertenecientes a la coleccion del Ecoparque y todo ejemplar proveniente del programa de rescate.";12431948;14;PALERMO;-345.783.194.456.225;-584.148.211.012.661;10/8/2018;7/2/2019;6;100;VILLAREX S.A.;2017;Licitacion Privada ;21/SIGAF/2018
25402;Ecoparque;Ecoparque: Nuevo Reptilario ;Finalizada;Arquitectura;Secretaria de Ambiente;La intervencion consistio en la restauracion de cubiertas y fachadas originales y la readecuacion de recintos interiores para el alojamiento de la coleccion de reptiles del Ecoparque. Como obra nueva se construyeron recintos exteriores y se paralizo la zona verde.;2820044.5;14;PALERMO;-345.783.194.456.225;-584.148.211.012.661;23/7/2018;21/11/2018;4;100;VILLAREX S.A.;2017;Licitacion Privada ;06/SIGAF/18
25403;Ecoparque;Ecoparque: Loros y Palomar;Finalizada;Arquitectura;Secretaria de Ambiente;El conjunto edificio complementario, contemplo el acceso principal, oficinas de cuidadores y areas destinadas a deposito, albergando ademas un recinto de cuidados intensivos y un local de nutricion.;21800000;14;PALERMO;-345.783.194.456.225;-584.148.211.012.661;;15/8/2019;5;100;;;;
25404;Ecoparque;Ecoparque: Templo de Vesta;Finalizada;Arquitectura;Secretaria de Ambiente;Todas las instalaciones referentes al bombeo, tratamiento y filtrados, se encuentran centralizadas en la sala tecnica.;6206032;14;PALERMO;-345.783.194.456.225;-584.148.211.012.661;5/6/2019;5/9/2019;3;100;Hit Construcciones S.A;2019;Licitacion Publica ;210/SIGAF/2019
25405;Ecoparque;Ecoparque: Glorieta;Finalizada;Arquitectura;Secretaria de Ambiente;Las intervenciones proyectadas se basaron, principalmente, en un criterio de Conservacion, ejecutando tareas de limpieza y proteccion.;2844941;14;PALERMO;-345.783.194.456.225;-584.148.211.012.661;5/6/2019;15/9/2019;3;100;Hit Construcciones S.A;;Licitacion Privada ;11/SIGAF/2019
25406;Ecoparque;Ecoparque: Hospital de Fauna Silvestre y Nursery;En ejecucion;Arquitectura;Secretaria de Ambiente;Adecuacion edilicia.Tratamiento de fachadas. Interiores,instalaciones sanitarias, electricas, solados, bretes internos y externos. Instalacion termomecanica, calefacion, laboratorio, quirofano y rayos. Oficinas.;91370000;14;PALERMO;-345.783.194.456.225;-584.148.211.012.661;7/1/2019;15/3/2020;5;65;Parquizar;;;
25407;Ecoparque;Ecoparque: 1 B;Finalizada;Arquitectura;Secretaria de Ambiente;Las intervenciones contemplaron parquizacion con vegetacion autoctona y su respectiva instalacion de riego. Caminos y la construccion de un ba¤o para uso de los visitantes y la plaza de aguas con finalidades educativas. Restauracion de los edificios patrimoniales.;61863537;14;PALERMO;-345.783.194.456.225;-584.148.211.012.661;6/11/2018;31/10/2019;7;100;ALTOTE ? NAKU CONSTRUCCIONES UTE;2018;Licitacion Publica;242/SIGAF/2018
25450;Plaza Flores;Plaza Flores;Finalizada;Espacio Publico;Ministerio de Espacio Publico e Higiene Urbana;Renovacion del espacio verde publico, plantacion especies herbaceas florales. Nuevos lugares de estar en los sitios de la plaza que se encuentran subutilizados y en mal estado. Incorporacion de bancos e iluminacion peatonal lo cual, junto a la apertura dada por la extraccion del Ficus benjamina aumentara la seguridad del sitio.;10383300;7;FLORES;-34.628.034;-58.463.758;11/3/2019;11/7/2019;4;100;MONGE CONSTRUCCIONES S.R.L.;2018;Licitacion P—blica ;672/SIGAF/2018
25451;Mercado del Progreso;Mercado del Progreso;Finalizada;Espacio Publico;Ministerio de Espacio Publico e Higiene Urbana;Destacar el significativo valor urbanistico, patrimonial e historico del Mercado del Progreso, dado que define y califica el paisaje urbano y el espacio publico del area de Primera Junta.;19970754;6;CABALLITO;-34.620.993;-58.441.581;13/5/2019;31/12/2019;6;100;Hit Construcciones S.A;;;
25452;Confiteria del Molino;Confiteria del Molino - cupula;En ejecucion;Arquitectura;Ministerio de Espacio Publico e Higiene Urbana;Las intervenciones proyectadas se basan, principalmente, en un criterio de conservacion, ejecutando tareas de limpieza y proteccion, conjuntamente con obras de iluminacion que jerarquizan los elementos significativos. Esta intervencion busca poner en valor y conservar la Cupula, dado su valor historico y patrimonial. La Conservacion de la Cupula comprende el retiro de todos elementos no originales de la misma, la recuperacion de las terminaciones y la reposicion de los elementos ornamentales perdidos y el tratamiento y conservacion de los existentes teniendo en cuenta la verificacion de la estabilidad de los mismos.;10189295;1;MONSERRAT;-34.608.774;-58.392.316;15/7/2019;15/5/2020;10;65;Progorod S.A;2019;Licitacion P—blica ;80/SIGAF/2019
25453;Confiteria del Molino;Confiteria de Molino - cubierta;En ejecucion;Arquitectura;Ministerio de Espacio Publico e Higiene Urbana;La intervencion proyectada se enmarca dentro de una serie de acciones que buscan poner en valor y conservar la totalidad del edificio, siendo objeto de la presente licitacion la conservacion, impermeabilizacion y readecuacion de las cubiertas del Edificio ?Confiteria el Molino?. Esta intervencion, busca proveer de hermeticidad a la cubierta plana del edificio.;7709334;1;MONSERRAT;-34.608.866;-58.392.106;4/7/2019;1/6/2020;11;83;Progorod S.A;2019;Licitacion P—blica ;190/SIGAF/2019
25454;Confiteria del Molino;Confiteria de Molino - fachadas;En ejecucion;Arquitectura;Ministerio de Espacio Publico e Higiene Urbana;Las intervenciones proyectadas se basan en la ejecucion de tareas de limpieza y proteccion, conjuntamente con obras de iluminacion. La Conservacion de la fachada.comprende el retiro de todos los elementos ?no originales? de la misma, la recuperacion de las terminaciones y la reposicion de los elementos ornamentales perdidos, el tratamiento y conservacion de los existentes, teniendo en cuenta la verificacion de la estabilidad de los mismos.;20958022;1;MONSERRAT;-34.608.866;-58.392.106;27/8/2019;19/6/2020;10;40;Hit Construcciones S.A;2019;Licitacion P—blica ;263/SIGAF/2019
25455;Parque Estacion;Parque Estacion Buenos Aires;Finalizada;Espacio Publico;Ministerio de Espacio Publico e Higiene Urbana;Generacion de un espacio publico, emplazado en el terreno central del reciente desarrollo de viviendas construidas en lo que fueran los galpones de acopio de la Estacion Buenos Aires. Se cuenta con zonas de estar, circuitos peatonales y deportivos con la presencia de arboles y especies herbaceas nativas. Se utilizan sistemas urbanos de drenaje sostenible como retardadores de agua. Se plantaron arboles y especies herbaceas nativas. Respecto al alumbrado, se colocaron luminarias con tecnologia LED perimetrales al parque y en los caminos. El parque cuenta con zonas de estar, juegos para chicos, circuitos peatonales y deportivos.;58332788;4;PARQUE PATRICIOS;-3.464.411;-58.392.785;1/2/2019;31/12/2019;6;100;Instalectro S.A.;2018;Licitacion P—blica ;475/SIGAF/2018
25456;Plazas y Parques de Comuna 9;Parque Avellaneda - Restauracion pista de atletismo;En licitacion;Espacio Publico;Ministerio de Espacio Publico e Higiene Urbana;En respuesta a la propuesta de BA ELIGE con el fin de la modernizacion de la pista de Atletismo dentro del Polideportivo del Parque Avellaneda, se proyecta el cambio de materialidad de la misma. Actualmente el material de la pista es de conchilla, el cual sera reemplazado por un material a base de resina y caucho, lo que facilita el escurrimiento del agua a los fines de poder ser utilizada inmediatamente despues de la lluvia y/o durante la misma.;;9;PARQUE AVELLANEDA;-34.643.192;-58.477.245;27/1/2020;27/4/2020;3;0;;2019;Licitacion P—blica ;420/SIGAF/2019
25457;Casa Cuna;Casa Cuna II;En licitacion;Espacio Publico;Ministerio de Espacio Publico e Higiene Urbana;En respuesta a la propuesta de BA ELIGE con el fin de la recuperacion total del espacio y revitalizacion de sus funciones, y en linea con los trabajos realizados en la ?Etapa I?, se procedera a ejecutar las tareas necesarias para crear un sector bajo autopista donde se proponen funciones recreativas y deportivas, (cancha de futbol 5, futbol tenis, mesas de ping pong y pista de skate) y un sector en la plazoleta donde se incorporaran postas aerobicas.;30845581;4;BARRACAS;-3.462.928;-58.378.994;3/10/2019;3/2/2020;4;0;Altote S.A;2019;Licitacion P—blica ;461/SIGAF/2019
25458;Playa Ferroviaria;Playa Ferroviaria - etapa I;Finalizada;Espacio Publico;Ministerio de Espacio Publico e Higiene Urbana;La obra comprendio el conjunto de tareas necesarias para la puesta en valor del espacio publico Playa Ferroviaria Palermo. El objetivo principal es, a traves de un paseo, minimizar el impacto de division espacial que genera el viaducto. En esta etapa, se incluyo el trazado de un sendero a traves de piezas fragmentadas de solado premoldeado, asi como de una senda aerobica, sectores de estar, un nuevo patio de juegos y postas aerobicas. En relacion con estos nuevos espacios, se incorpora equipamiento.;26382638;14;PALERMO;-34.582.901;-58.430.109;26/12/2018;21/6/2019;7;100;SALVATORI;2018;Licitacion P—blica ;433/SIGAF/2018
